YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-03-31,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,51,0.145,1,0.147,1,0.379,51,0.14,0
2010-03-31,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,51,0.145,1,0.147,1,0.378,51,0.14,0
2010-03-31,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,3,0.145,1,0.147,1,0.376,51,0.14,0
2010-03-31,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,51,0.145,1,0.147,1,0.375,51,0.14,0
2010-03-31,6:00,88.2,85.7,15,468,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,28,0,31,2,28,2,10,0,16,2,10,-9900,99,-9900,99,-9900,99,1.9,51,0.145,1,0.358,1,0.373,51,0.14,0
2010-03-31,7:00,80.8,92.3,218,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,68,28,58,31,59,28,73,10,80,16,60,10,-9900,99,-9900,99,-9900,99,1.7,3,0.145,1,0.358,1,0.372,51,0.14,0
2010-03-31,8:00,69.6,102.5,476,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,232,28,179,31,170,28,235,10,313,16,126,10,-9900,99,-9900,99,-9900,99,1.7,51,0.145,1,0.358,1,0.370,51,0.14,0
2010-03-31,9:00,58.9,114.1,707,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,421,28,378,31,226,28,428,10,474,16,183,10,-9900,99,-9900,99,-9900,99,1.8,51,0.145,1,0.358,1,0.369,51,0.14,0
2010-03-31,10:00,49.2,128.3,894,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,378,28,163,31,271,28,598,10,570,16,225,10,-9900,99,-9900,99,-9900,99,1.8,3,0.145,1,0.358,1,0.367,51,0.14,0
2010-03-31,11:00,41.5,146.4,1026,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,560,28,224,31,392,28,719,10,624,16,252,10,-9900,99,-9900,99,-9900,99,1.8,51,0.145,1,0.358,1,0.366,51,0.14,0
2010-03-31,12:00,37.2,169.1,1092,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,195,24,0,27,195,24,780,10,647,16,264,10,-9900,99,-9900,99,-9900,99,1.9,51,0.145,1,0.358,1,0.364,51,0.14,0
2010-03-31,13:00,37.4,193.8,1088,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,162,25,0,28,162,25,776,10,645,16,264,10,-9900,99,-9900,99,-9900,99,1.9,3,0.145,1,0.358,1,0.363,51,0.14,0
2010-03-31,14:00,42.2,216.0,1014,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,212,24,0,27,212,24,708,10,618,16,250,10,-9900,99,-9900,99,-9900,99,1.9,51,0.145,1,0.358,1,0.361,51,0.14,0
2010-03-31,15:00,50.2,233.6,877,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,226,24,35,27,204,24,580,10,560,16,222,10,-9900,99,-9900,99,-9900,99,1.9,51,0.145,1,0.358,1,0.360,51,0.14,0
2010-03-31,16:00,60.0,247.4,684,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,261,24,26,27,248,24,407,10,458,16,178,10,-9900,99,-9900,99,-9900,99,2.0,3,0.145,1,0.358,1,0.358,51,0.14,0
2010-03-31,17:00,70.8,258.8,449,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,89,24,0,27,89,24,215,10,290,16,120,10,-9900,99,-9900,99,-9900,99,2.0,51,0.145,1,0.358,1,0.357,51,0.14,0
2010-03-31,18:00,82.0,269.0,190,1370,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,39,24,0,27,39,24,61,10,57,16,53,10,-9900,99,-9900,99,-9900,99,2.0,51,0.145,1,0.358,1,0.355,51,0.14,0
2010-03-31,19:00,88.8,275.1,7,331,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,0,27,1,24,1,10,0,16,1,10,-9900,99,-9900,99,-9900,99,2.1,3,0.145,1,0.358,1,0.354,51,0.14,0
2010-03-31,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,51,0.145,1,0.358,1,0.352,51,0.14,0
2010-03-31,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.145,1,0.358,1,0.351,51,0.14,0
2010-03-31,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.145,1,0.358,1,0.349,51,0.14,0
2010-03-31,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,51,0.145,1,0.358,1,0.348,51,0.14,0
2010-03-31,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.145,1,0.358,1,0.346,51,0.14,0
2010-04-01,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.146,1,0.358,1,0.345,51,0.14,0
2010-04-01,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.146,1,0.358,1,0.343,51,0.14,0
2010-04-01,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.146,1,0.358,1,0.341,51,0.14,0
2010-04-01,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.146,1,0.358,1,0.340,51,0.14,0
2010-04-01,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.358,1,0.338,51,0.14,0
2010-04-01,6:00,88.1,85.3,17,513,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,24,27,27,3,24,4,10,44,16,3,10,-9900,99,-9900,99,-9900,99,1.3,51,0.146,1,0.079,1,0.337,51,0.14,0
2010-04-01,7:00,80.5,92.0,225,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,93,24,177,27,64,24,111,10,452,16,36,10,-9900,99,-9900,99,-9900,99,1.2,3,0.146,1,0.079,1,0.335,51,0.14,0
2010-04-01,8:00,69.3,102.3,483,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,159,24,137,27,110,24,308,10,709,16,58,10,-9900,99,-9900,99,-9900,99,1.2,51,0.146,1,0.079,1,0.334,51,0.14,0
2010-04-01,9:00,58.6,113.9,713,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,248,24,135,27,178,24,508,10,826,16,78,10,-9900,99,-9900,99,-9900,99,1.2,51,0.146,1,0.079,1,0.332,51,0.14,0
2010-04-01,10:00,48.8,128.0,900,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,666,24,834,27,117,24,675,10,888,16,92,10,-9900,99,-9900,99,-9900,99,1.2,3,0.146,1,0.079,1,0.331,51,0.14,0
2010-04-01,11:00,41.1,146.2,1031,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,627,24,509,27,244,24,793,10,919,16,101,10,-9900,99,-9900,99,-9900,99,1.2,51,0.146,1,0.079,1,0.329,51,0.14,0
2010-04-01,12:00,36.8,169.1,1097,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,738,24,619,27,242,24,851,10,932,16,105,10,-9900,99,-9900,99,-9900,99,1.3,51,0.146,1,0.079,1,0.328,51,0.14,0
2010-04-01,13:00,37.1,194.0,1092,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,755,24,607,27,271,24,847,10,930,16,105,10,-9900,99,-9900,99,-9900,99,1.3,3,0.146,1,0.079,1,0.326,51,0.14,0
2010-04-01,14:00,41.9,216.3,1019,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,725,24,738,27,176,24,780,10,913,16,100,10,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.325,51,0.14,0
2010-04-01,15:00,49.9,234.0,881,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,420,24,431,27,143,24,655,10,877,16,90,10,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.323,51,0.14,0
2010-04-01,16:00,59.8,247.8,688,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,446,24,702,27,94,24,483,10,811,16,75,10,-9900,99,-9900,99,-9900,99,1.4,3,0.146,1,0.079,1,0.322,51,0.14,0
2010-04-01,17:00,70.6,259.2,454,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,192,24,236,27,114,24,283,10,686,16,56,10,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.320,51,0.14,0
2010-04-01,18:00,81.8,269.3,195,1369,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,82,24,285,27,42,24,91,10,403,16,34,10,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.319,51,0.14,0
2010-04-01,19:00,88.7,275.5,8,354,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,23,27,1,24,2,10,25,16,1,10,-9900,99,-9900,99,-9900,99,1.4,3,0.146,1,0.079,1,0.317,51,0.14,0
2010-04-01,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.316,51,0.14,0
2010-04-01,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.314,51,0.14,0
2010-04-01,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.146,1,0.079,1,0.313,51,0.14,0
2010-04-01,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.311,51,0.14,0
2010-04-01,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.146,1,0.079,1,0.310,51,0.14,0
2010-04-02,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.147,1,0.079,1,0.308,2,0.14,0
2010-04-02,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.147,1,0.079,1,0.308,51,0.14,0
2010-04-02,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.079,1,0.308,51,0.14,0
2010-04-02,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.147,1,0.079,1,0.308,51,0.14,0
2010-04-02,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.079,1,0.308,51,0.14,0
2010-04-02,6:00,88.0,84.9,20,559,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,24,25,27,3,24,5,10,39,16,3,10,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,7:00,80.2,91.8,232,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,100,24,292,27,51,24,113,10,431,16,40,10,-9900,99,-9900,99,-9900,99,1.3,3,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,8:00,69.0,102.0,489,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,265,24,335,27,145,24,310,10,689,16,64,10,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,9:00,58.2,113.6,719,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,327,24,309,27,164,24,509,10,808,16,85,10,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,10:00,48.5,127.8,906,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,549,24,531,27,197,24,676,10,870,16,100,10,-9900,99,-9900,99,-9900,99,1.3,3,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,11:00,40.7,146.1,1036,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,535,24,251,27,345,24,793,10,903,16,110,10,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,12:00,36.4,169.1,1101,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,647,24,420,27,310,24,852,10,916,16,114,10,-9900,99,-9900,99,-9900,99,1.4,51,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,13:00,36.7,194.2,1097,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,787,24,850,27,105,24,847,10,914,16,114,10,-9900,99,-9900,99,-9900,99,1.4,3,0.147,1,0.091,1,0.308,51,0.14,0
2010-04-02,14:00,41.6,216.7,1023,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,763,24,763,27,193,24,780,10,898,16,109,10,-9900,99,-9900,99,-9900,99,1.4,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,15:00,49.6,234.4,885,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,549,24,487,27,234,24,655,10,861,16,98,10,-9900,99,-9900,99,-9900,99,1.4,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,16:00,59.6,248.2,692,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,225,24,56,27,197,24,483,10,793,16,82,10,-9900,99,-9900,99,-9900,99,1.4,3,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,17:00,70.4,259.5,458,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,170,24,56,27,151,24,283,10,665,16,61,10,-9900,99,-9900,99,-9900,99,1.4,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,18:00,81.6,269.7,199,1368,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,38,24,35,27,33,24,91,10,379,16,36,10,-9900,99,-9900,99,-9900,99,1.4,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,19:00,88.6,275.9,9,376,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,9,27,1,24,2,10,21,16,1,10,-9900,99,-9900,99,-9900,99,1.3,3,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,3,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-02,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.147,1,0.091,1,0.307,51,0.14,0
2010-04-03,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.148,1,0.091,1,0.307,2,0.14,0
2010-04-03,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.148,1,0.091,1,0.308,51,0.14,0
2010-04-03,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.148,1,0.091,1,0.309,51,0.14,0
2010-04-03,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.148,1,0.091,1,0.310,51,0.14,0
2010-04-03,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.148,1,0.091,1,0.311,51,0.14,0
2010-04-03,6:00,87.8,84.6,22,581,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,6,24,11,27,6,24,6,10,64,16,4,10,-9900,99,-9900,99,-9900,99,1.5,51,0.148,1,0.070,1,0.312,51,0.14,0
2010-04-03,7:00,79.9,91.5,239,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,121,24,189,27,88,24,122,10,490,16,36,10,-9900,99,-9900,99,-9900,99,1.6,3,0.148,1,0.070,1,0.313,51,0.14,0
2010-04-03,8:00,68.7,101.8,496,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,301,24,552,27,101,24,320,10,728,16,56,10,-9900,99,-9900,99,-9900,99,1.6,51,0.148,1,0.070,1,0.313,51,0.14,0
2010-04-03,9:00,57.9,113.3,725,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,484,24,762,27,79,24,518,10,836,16,74,10,-9900,99,-9900,99,-9900,99,1.6,51,0.148,1,0.070,1,0.314,51,0.14,0
2010-04-03,10:00,48.1,127.6,912,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,615,24,616,27,204,24,683,10,893,16,87,10,-9900,99,-9900,99,-9900,99,1.5,3,0.148,1,0.070,1,0.315,51,0.14,0
2010-04-03,11:00,40.3,146.0,1042,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,733,24,828,27,102,24,799,10,924,16,96,10,-9900,99,-9900,99,-9900,99,1.6,51,0.148,1,0.070,1,0.316,51,0.14,0
2010-04-03,12:00,36.0,169.1,1106,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,764,24,753,27,155,24,857,10,936,16,100,10,-9900,99,-9900,99,-9900,99,1.6,51,0.148,1,0.070,1,0.317,51,0.14,0
2010-04-03,13:00,36.3,194.5,1101,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,718,24,455,27,351,24,853,10,935,16,99,10,-9900,99,-9900,99,-9900,99,1.6,3,0.148,1,0.070,1,0.318,51,0.14,0
2010-04-03,14:00,41.3,217.1,1027,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,430,24,388,27,139,24,787,10,921,16,95,10,-9900,99,-9900,99,-9900,99,1.5,51,0.148,1,0.070,1,0.319,51,0.14,0
2010-04-03,15:00,49.4,234.8,889,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,486,24,370,27,245,24,663,10,888,16,86,10,-9900,99,-9900,99,-9900,99,1.5,51,0.148,1,0.070,1,0.320,51,0.14,0
2010-04-03,16:00,59.3,248.6,696,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,422,24,373,27,232,24,493,10,827,16,72,10,-9900,99,-9900,99,-9900,99,1.5,3,0.148,1,0.070,1,0.321,51,0.14,0
2010-04-03,17:00,70.2,259.9,462,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,61,24,0,27,61,24,293,10,710,16,53,10,-9900,99,-9900,99,-9900,99,1.3,51,0.148,1,0.070,1,0.322,51,0.14,0
2010-04-03,18:00,81.4,270.0,203,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,22,25,0,28,22,25,99,10,443,16,33,10,-9900,99,-9900,99,-9900,99,1.2,51,0.148,1,0.070,1,0.323,51,0.14,0
2010-04-03,19:00,88.5,276.4,10,399,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,25,3,28,1,25,2,10,36,16,2,10,-9900,99,-9900,99,-9900,99,1.0,3,0.148,1,0.070,1,0.324,51,0.14,0
2010-04-03,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.148,1,0.070,1,0.324,51,0.14,0
2010-04-03,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,51,0.148,1,0.070,1,0.325,51,0.14,0
2010-04-03,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.148,1,0.070,1,0.326,51,0.14,0
2010-04-03,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.148,1,0.070,1,0.327,51,0.14,0
2010-04-03,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.148,1,0.070,1,0.328,51,0.14,0
2010-04-04,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.149,1,0.070,1,0.329,2,0.14,0
2010-04-04,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.149,1,0.070,1,0.328,51,0.14,0
2010-04-04,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.149,1,0.070,1,0.327,51,0.14,0
2010-04-04,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,3,0.149,1,0.070,1,0.327,51,0.14,0
2010-04-04,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,51,0.149,1,0.070,1,0.326,51,0.14,0
2010-04-04,6:00,87.7,84.2,25,626,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,25,0,28,2,25,6,10,37,16,5,10,-9900,99,-9900,99,-9900,99,2.2,51,0.149,1,0.106,1,0.325,51,0.14,0
2010-04-04,7:00,79.6,91.3,246,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,103,25,38,28,96,25,117,10,407,16,44,10,-9900,99,-9900,99,-9900,99,2.2,3,0.149,1,0.106,1,0.324,51,0.14,0
2010-04-04,8:00,68.4,101.5,502,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,215,25,201,28,141,25,312,10,657,16,70,10,-9900,99,-9900,99,-9900,99,2.1,51,0.149,1,0.106,1,0.323,51,0.14,0
2010-04-04,9:00,57.6,113.1,732,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,288,25,152,28,206,25,509,10,777,16,93,10,-9900,99,-9900,99,-9900,99,2.0,51,0.149,1,0.106,1,0.323,51,0.14,0
2010-04-04,10:00,47.8,127.3,917,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,157,24,89,27,97,24,674,10,842,16,109,10,-9900,99,-9900,99,-9900,99,1.9,3,0.149,1,0.106,1,0.322,51,0.14,0
2010-04-04,11:00,40.0,145.8,1047,1367,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,599,24,495,27,220,24,793,10,880,16,120,10,-9900,99,-9900,99,-9900,99,1.7,51,0.149,1,0.106,1,0.321,51,0.14,0
