YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-01-05,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.067,1,0.375,51,0.16,0
2010-01-05,8:00,87.0,123.4,52,979,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,17,24,24,27,16,24,17,10,130,16,10,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.074,1,0.377,51,0.16,0
2010-01-05,9:00,79.6,132.4,255,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,116,24,308,27,60,24,133,10,525,16,39,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.074,1,0.379,51,0.16,0
2010-01-05,10:00,72.1,144.4,435,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,262,24,625,27,71,24,273,10,714,16,54,10,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.074,1,0.381,51,0.16,0
2010-01-05,11:00,66.6,157.9,561,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,304,24,521,27,97,24,380,10,797,16,64,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.074,1,0.382,51,0.16,0
2010-01-05,12:00,63.8,172.8,625,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,399,24,650,27,111,24,436,10,830,16,69,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.074,1,0.384,51,0.16,0
2010-01-05,13:00,63.9,188.2,623,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,298,24,487,27,84,24,434,10,829,16,69,10,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.074,1,0.386,51,0.16,0
2010-01-05,14:00,66.9,203.1,554,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,349,24,634,27,101,24,374,10,792,16,63,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.074,1,0.388,51,0.16,0
2010-01-05,15:00,72.6,216.5,424,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,251,24,560,27,84,24,263,10,702,16,53,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.074,1,0.390,51,0.16,0
2010-01-05,16:00,80.2,228.4,241,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,122,24,413,27,52,24,123,10,502,16,37,10,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.074,1,0.392,51,0.16,0
2010-01-05,17:00,87.3,237.0,42,884,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,13,24,88,27,9,24,13,10,107,16,8,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.074,1,0.393,51,0.16,0
2010-01-05,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.074,1,0.395,51,0.16,0
2010-01-05,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.074,1,0.397,51,0.16,0
2010-01-05,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.074,1,0.399,51,0.16,0
2010-01-05,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.074,1,0.401,51,0.16,0
2010-01-05,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.074,1,0.403,51,0.16,0
2010-01-05,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.074,1,0.404,51,0.16,0
2010-01-05,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.074,1,0.406,51,0.16,0
2010-01-06,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.074,1,0.408,2,0.16,0
2010-01-06,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.074,1,0.407,51,0.16,0
2010-01-06,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.074,1,0.406,51,0.16,0
2010-01-06,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.074,1,0.406,51,0.16,0
2010-01-06,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.074,1,0.405,51,0.16,0
2010-01-06,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.074,1,0.404,51,0.16,0
2010-01-06,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.074,1,0.403,51,0.16,0
2010-01-06,8:00,87.0,123.2,52,979,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,8,24,0,27,8,24,16,10,105,16,10,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.402,51,0.16,0
2010-01-06,9:00,79.6,132.2,256,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,88,24,127,27,65,24,130,10,486,16,42,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.402,51,0.16,0
2010-01-06,10:00,72.0,144.2,436,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,249,24,600,27,64,24,269,10,684,16,58,10,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.088,1,0.401,51,0.16,0
2010-01-06,11:00,66.6,157.8,563,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,344,24,688,27,70,24,377,10,772,16,70,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.088,1,0.400,51,0.16,0
2010-01-06,12:00,63.7,172.7,628,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,397,24,693,27,89,24,434,10,808,16,76,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.088,1,0.399,51,0.16,0
2010-01-06,13:00,63.7,188.1,626,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,394,24,695,27,87,24,433,10,807,16,76,10,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.088,1,0.399,51,0.16,0
2010-01-06,14:00,66.8,203.0,558,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,343,24,684,27,74,24,372,10,767,16,69,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.088,1,0.398,51,0.16,0
2010-01-06,15:00,72.4,216.5,428,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,240,24,597,27,60,24,261,10,673,16,58,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.397,51,0.16,0
2010-01-06,16:00,80.0,228.4,245,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,113,24,401,27,43,24,122,10,468,16,41,10,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.088,1,0.396,51,0.16,0
2010-01-06,17:00,87.2,237.1,44,908,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,12,24,54,27,9,24,13,10,90,16,9,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.395,51,0.16,0
2010-01-06,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.395,51,0.16,0
2010-01-06,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.088,1,0.394,51,0.16,0
2010-01-06,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.393,51,0.16,0
2010-01-06,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.392,51,0.16,0
2010-01-06,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.088,1,0.391,51,0.16,0
2010-01-06,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.088,1,0.391,51,0.16,0
2010-01-06,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.088,1,0.390,51,0.16,0
2010-01-07,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.088,1,0.389,2,0.16,0
2010-01-07,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.088,1,0.391,51,0.16,0
2010-01-07,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.088,1,0.393,51,0.16,0
2010-01-07,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.088,1,0.395,51,0.16,0
2010-01-07,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.088,1,0.397,51,0.16,0
2010-01-07,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.088,1,0.399,51,0.16,0
2010-01-07,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.088,1,0.401,51,0.16,0
2010-01-07,8:00,86.9,123.1,52,979,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,15,24,84,27,10,24,16,10,100,16,11,10,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.091,1,0.402,51,0.16,0
2010-01-07,9:00,79.5,132.1,257,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,127,24,353,27,63,24,129,10,474,16,43,10,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.091,1,0.404,51,0.16,0
2010-01-07,10:00,72.0,144.1,437,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,263,24,645,27,64,24,267,10,670,16,60,10,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.091,1,0.406,51,0.16,0
2010-01-07,11:00,66.5,157.7,565,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,340,24,508,27,137,24,374,10,759,16,72,10,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.091,1,0.408,51,0.16,0
2010-01-07,12:00,63.6,172.6,630,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,343,24,538,27,104,24,432,10,796,16,78,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.091,1,0.410,51,0.16,0
2010-01-07,13:00,63.6,188.0,629,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,263,24,213,27,169,24,431,10,796,16,78,10,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.091,1,0.412,51,0.16,0
2010-01-07,14:00,66.6,202.9,561,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,242,24,168,27,175,24,372,10,758,16,71,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.091,1,0.414,51,0.16,0
2010-01-07,15:00,72.2,216.5,431,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,191,24,266,27,110,24,262,10,666,16,59,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.091,1,0.416,51,0.16,0
2010-01-07,16:00,79.9,228.4,249,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,119,24,403,27,48,24,124,10,464,16,42,10,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.091,1,0.418,51,0.16,0
2010-01-07,17:00,87.1,237.2,47,931,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,13,24,77,27,9,24,14,10,89,16,9,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.091,1,0.420,51,0.16,0
2010-01-07,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.091,1,0.422,51,0.16,0
2010-01-07,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.091,1,0.424,51,0.16,0
2010-01-07,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.091,1,0.425,51,0.16,0
2010-01-07,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.091,1,0.427,51,0.16,0
2010-01-07,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.088,1,0.091,1,0.429,51,0.16,0
2010-01-07,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.088,1,0.091,1,0.431,51,0.16,0
2010-01-07,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.088,1,0.091,1,0.433,51,0.16,0
2010-01-08,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.088,1,0.091,1,0.435,2,0.16,0
2010-01-08,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.088,1,0.091,1,0.434,51,0.16,0
2010-01-08,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.088,1,0.091,1,0.433,51,0.16,0
2010-01-08,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.088,1,0.091,1,0.432,51,0.16,0
2010-01-08,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.088,1,0.091,1,0.432,51,0.16,0
2010-01-08,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.088,1,0.091,1,0.431,51,0.16,0
2010-01-08,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.088,1,0.091,1,0.430,51,0.16,0
2010-01-08,8:00,86.9,122.9,53,979,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,7,25,0,28,7,25,20,10,214,16,9,10,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.040,1,0.429,51,0.16,0
2010-01-08,9:00,79.5,131.9,258,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,48,24,0,27,48,24,143,10,624,16,29,10,-9900,99,-9900,99,-9900,99,0.8,51,0.088,1,0.040,1,0.428,51,0.16,0
2010-01-08,10:00,71.9,143.9,439,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,90,25,0,28,90,25,286,10,792,16,40,10,-9900,99,-9900,99,-9900,99,0.7,3,0.088,1,0.040,1,0.427,51,0.16,0
2010-01-08,11:00,66.4,157.5,567,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,121,24,0,27,121,24,395,10,866,16,48,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.040,1,0.426,51,0.16,0
2010-01-08,12:00,63.4,172.5,633,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,137,25,0,28,137,25,453,10,897,16,52,10,-9900,99,-9900,99,-9900,99,0.7,51,0.088,1,0.040,1,0.425,51,0.16,0
2010-01-08,13:00,63.5,188.0,632,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,137,25,0,28,137,25,453,10,898,16,52,10,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.040,1,0.425,51,0.16,0
2010-01-08,14:00,66.5,202.9,565,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,101,25,0,28,101,25,395,10,868,16,48,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.424,51,0.16,0
2010-01-08,15:00,72.1,216.5,435,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,89,24,0,27,89,24,284,10,795,16,40,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.423,51,0.16,0
2010-01-08,16:00,79.7,228.4,253,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,86,24,54,27,76,24,141,10,625,16,29,10,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.040,1,0.422,51,0.16,0
2010-01-08,17:00,87.0,237.3,49,955,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,8,25,16,28,7,25,19,10,207,16,8,10,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.421,51,0.16,0
2010-01-08,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.420,51,0.16,0
2010-01-08,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.040,1,0.419,51,0.16,0
2010-01-08,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.418,51,0.16,0
2010-01-08,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.418,51,0.16,0
2010-01-08,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.040,1,0.417,51,0.16,0
2010-01-08,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.416,51,0.16,0
2010-01-08,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.415,51,0.16,0
2010-01-09,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.040,1,0.414,51,0.16,0
2010-01-09,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.413,51,0.16,0
2010-01-09,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.412,51,0.16,0
2010-01-09,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.088,1,0.040,1,0.411,51,0.16,0
2010-01-09,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.411,51,0.16,0
2010-01-09,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.088,1,0.040,1,0.410,51,0.16,0
2010-01-09,7:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.088,1,0.040,1,0.409,51,0.16,0
2010-01-09,8:00,86.9,122.7,53,979,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,18,24,168,27,9,24,20,10,205,16,9,10,-9900,99,-9900,99,-9900,99,0.5,51,0.088,1,0.045,1,0.408,51,0.16,0
2010-01-09,9:00,79.4,131.8,259,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,136,24,513,27,42,24,144,10,620,16,31,10,-9900,99,-9900,99,-9900,99,0.5,51,0.088,1,0.045,1,0.407,51,0.16,0
2010-01-09,10:00,71.8,143.7,441,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,265,24,639,27,66,24,289,10,791,16,43,10,-9900,99,-9900,99,-9900,99,0.5,3,0.088,1,0.045,1,0.406,51,0.16,0
2010-01-09,11:00,66.3,157.4,569,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,341,24,628,27,88,24,400,10,867,16,51,10,-9900,99,-9900,99,-9900,99,0.5,51,0.088,1,0.045,1,0.405,51,0.16,0
2010-01-09,12:00,63.3,172.3,636,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,459,24,898,27,56,24,459,10,898,16,56,10,-9900,99,-9900,99,-9900,99,0.5,51,0.088,1,0.045,1,0.404,51,0.16,0
2010-01-09,13:00,63.3,187.9,635,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,459,24,899,27,55,24,459,10,899,16,55,10,-9900,99,-9900,99,-9900,99,0.4,3,0.088,1,0.045,1,0.404,51,0.16,0
2010-01-09,14:00,66.3,202.8,568,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,400,24,869,27,51,24,400,10,869,16,51,10,-9900,99,-9900,99,-9900,99,0.4,51,0.088,1,0.045,1,0.403,51,0.16,0
2010-01-09,15:00,71.9,216.4,439,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,289,24,794,27,43,24,289,10,794,16,43,10,-9900,99,-9900,99,-9900,99,0.4,51,0.088,1,0.045,1,0.402,51,0.16,0
2010-01-09,16:00,79.5,228.4,257,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,144,24,622,27,31,24,144,10,622,16,31,10,-9900,99,-9900,99,-9900,99,0.4,3,0.088,1,0.045,1,0.401,51,0.16,0
